,City of Portsmouth,
,Fiscal Year 2014 Adopted Budget,
Public Works/General Services,,
,Business Center Index,
Organizational Chart,9 - 2,
Business Center Summary,9 - 3,
Streets And Highways,9 - 4,
Storm Water Management Fund,9 - 5,
Mosquito Control,9 - 6,
Engineering,9 - 7,
Traffic Engineering,9 - 8,
Parking Authority Fund,9 - 9,
Property Management,9 - 10,
Utilities,9 - 11,
Rental Of Land,9 - 12,
Waste Management Fund,9 - 13,
City Garage Fund,9 - 14,
Cemetery Perpetual Care Fund,9 - 15,
Public Utilities Fund,9 - 16,
Harbor Center Pavilion,9 - 17,
Fiscal Year 2014,9 - 1,Public Works/General Services
,City of Portsmouth,
,Fiscal Year 2014 Adopted Budget,
Public Works/General Services,Public Works/General Services,
Business Center Organizational Chart,Business Center Organizational Chart,
Total Permanent Positions,,
Positions =,355,
,Streets And Highways,
,Positions =,15
,Storm Water Management Fund,
,Positions =,27
,Mosquito Control,
,Positions =,4
,Engineering,
,Positions =,16
,Traffic Engineering,
,Positions =,9
,Parking Authority Fund,
,Positions =,6
,Property Management,
,Positions =,40
,Waste Management Fund,
,Positions =,62
,City Garage Fund,
,Positions =,35
,Public Utilities Fund,
,Positions =,139
,Harbor Center Pavilion,
,Positions =,2
Fiscal Year 2014,9 - 2,Public Works/General Services
,City of Portsmouth,,,,
Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,,,,
Public Works/General Services,Public Works/General Services,Public Works/General Services,,,
Description of Services Provided,,,,,
"Public Works consists of the divisions of Mosquito Control, Stormwater Management, Streets and Highways, Engineering, Traffic","Public Works consists of the divisions of Mosquito Control, Stormwater Management, Streets and Highways, Engineering, Traffic","Public Works consists of the divisions of Mosquito Control, Stormwater Management, Streets and Highways, Engineering, Traffic","Public Works consists of the divisions of Mosquito Control, Stormwater Management, Streets and Highways, Engineering, Traffic","Public Works consists of the divisions of Mosquito Control, Stormwater Management, Streets and Highways, Engineering, Traffic",
"Engineering, Properties Management, Cemetery Perpetual Care and Public Utilities. Services provided include Integrated","Engineering, Properties Management, Cemetery Perpetual Care and Public Utilities. Services provided include Integrated","Engineering, Properties Management, Cemetery Perpetual Care and Public Utilities. Services provided include Integrated","Engineering, Properties Management, Cemetery Perpetual Care and Public Utilities. Services provided include Integrated","Engineering, Properties Management, Cemetery Perpetual Care and Public Utilities. Services provided include Integrated",
"Mosquito Control Program, maintenance of city streets and alleys, management of construction and other infrastructure projects,","Mosquito Control Program, maintenance of city streets and alleys, management of construction and other infrastructure projects,","Mosquito Control Program, maintenance of city streets and alleys, management of construction and other infrastructure projects,","Mosquito Control Program, maintenance of city streets and alleys, management of construction and other infrastructure projects,","Mosquito Control Program, maintenance of city streets and alleys, management of construction and other infrastructure projects,",
cleaning and maintenance of city stormwater drainage system and management of facilities and properties in the City. The,cleaning and maintenance of city stormwater drainage system and management of facilities and properties in the City. The,cleaning and maintenance of city stormwater drainage system and management of facilities and properties in the City. The,cleaning and maintenance of city stormwater drainage system and management of facilities and properties in the City. The,cleaning and maintenance of city stormwater drainage system and management of facilities and properties in the City. The,
"Stormwater Management Division also provides inspection programs for construction and other activities, and administers the","Stormwater Management Division also provides inspection programs for construction and other activities, and administers the","Stormwater Management Division also provides inspection programs for construction and other activities, and administers the","Stormwater Management Division also provides inspection programs for construction and other activities, and administers the","Stormwater Management Division also provides inspection programs for construction and other activities, and administers the",
city's Comprehensive Stormwater Management Plan to protect the environment and ensure compliance with state and federal,city's Comprehensive Stormwater Management Plan to protect the environment and ensure compliance with state and federal,city's Comprehensive Stormwater Management Plan to protect the environment and ensure compliance with state and federal,city's Comprehensive Stormwater Management Plan to protect the environment and ensure compliance with state and federal,city's Comprehensive Stormwater Management Plan to protect the environment and ensure compliance with state and federal,
environmental requirements.,,,,,
"Also included within Public Works is the Parking Authority, services provided include maintenance of various parking garages","Also included within Public Works is the Parking Authority, services provided include maintenance of various parking garages","Also included within Public Works is the Parking Authority, services provided include maintenance of various parking garages","Also included within Public Works is the Parking Authority, services provided include maintenance of various parking garages","Also included within Public Works is the Parking Authority, services provided include maintenance of various parking garages",
"and meters; Waste Management, collection and disposal of waste and bulk materials as well as city sweeping; City Garage,","and meters; Waste Management, collection and disposal of waste and bulk materials as well as city sweeping; City Garage,","and meters; Waste Management, collection and disposal of waste and bulk materials as well as city sweeping; City Garage,","and meters; Waste Management, collection and disposal of waste and bulk materials as well as city sweeping; City Garage,","and meters; Waste Management, collection and disposal of waste and bulk materials as well as city sweeping; City Garage,",
coordination of the purchase and maintenance of vehicles and construction equipment; provision of maintenance and upkeep for,coordination of the purchase and maintenance of vehicles and construction equipment; provision of maintenance and upkeep for,coordination of the purchase and maintenance of vehicles and construction equipment; provision of maintenance and upkeep for,coordination of the purchase and maintenance of vehicles and construction equipment; provision of maintenance and upkeep for,coordination of the purchase and maintenance of vehicles and construction equipment; provision of maintenance and upkeep for,
"the Harbor Center Pavilion; and the Cemetery Fund, provision of care for cemetery lots.","the Harbor Center Pavilion; and the Cemetery Fund, provision of care for cemetery lots.",,,,
Public Utilities is responsible for Water Treatment & Distribution; Wastewater Collection and Conveyance and the Financial and,Public Utilities is responsible for Water Treatment & Distribution; Wastewater Collection and Conveyance and the Financial and,Public Utilities is responsible for Water Treatment & Distribution; Wastewater Collection and Conveyance and the Financial and,Public Utilities is responsible for Water Treatment & Distribution; Wastewater Collection and Conveyance and the Financial and,Public Utilities is responsible for Water Treatment & Distribution; Wastewater Collection and Conveyance and the Financial and,
Engineering Administration of these functions within Portsmouth and areas of Suffolk and Chesapeake. Public Utilities functions,Engineering Administration of these functions within Portsmouth and areas of Suffolk and Chesapeake. Public Utilities functions,Engineering Administration of these functions within Portsmouth and areas of Suffolk and Chesapeake. Public Utilities functions,Engineering Administration of these functions within Portsmouth and areas of Suffolk and Chesapeake. Public Utilities functions,Engineering Administration of these functions within Portsmouth and areas of Suffolk and Chesapeake. Public Utilities functions,
"as an Enterprise Fund, solely supported through user charges, and absorbs all costs associated with its operations, including","as an Enterprise Fund, solely supported through user charges, and absorbs all costs associated with its operations, including","as an Enterprise Fund, solely supported through user charges, and absorbs all costs associated with its operations, including","as an Enterprise Fund, solely supported through user charges, and absorbs all costs associated with its operations, including","as an Enterprise Fund, solely supported through user charges, and absorbs all costs associated with its operations, including",
"debt service, payments in lieu of taxes and return on investment to the City.","debt service, payments in lieu of taxes and return on investment to the City.",,,,
,,FY 2012,FY 2013,FY 2013,FY 2014
Business Units,,Actual,Adopted,Amended,Adopted
Cemetery Perpetual Care Fund,,-,"100,000","100,000","100,000"
City Garage Fund,,"9,260,420","8,760,305","8,760,305","9,932,748"
Engineering,,"1,140,105","1,420,171","1,420,171","1,361,549"
Harbor Center Pavilion,,"398,208","352,780","352,780","350,135"
Mosquito Control,,"301,921","442,107","442,107","484,794"
Parking Authority Fund,,"1,539,839","1,686,516","1,686,516","1,486,026"
Property Management,,"3,249,325","3,756,159","3,756,159","3,746,899"
Public Utilities Fund,,"37,184,443","45,025,728","45,025,728","43,697,036"
Rental Of Land,,"823,152","804,072","804,072","654,757"
Storm Water Management Fund,,"5,256,873","7,511,148","7,511,148","8,511,148"
Streets And Highways,,"3,288,463","3,240,320","3,240,320","3,493,214"
Traffic Engineering,,"2,468,994","2,721,208","2,721,208","2,716,606"
Utilities,,"2,261,358","2,174,500","2,174,500","2,699,500"
Waste Management Fund,,"11,771,163","12,586,792","12,586,792","12,284,800"
,Total Budget,"78,944,263","90,581,806","90,581,806","91,519,212"
,,FY 2012,FY 2013,FY 2013,FY 2014
Funding Sources,,Actual,Adopted,Amended,Adopted
100 General Fund,,"13,931,526","14,911,317","14,911,317","15,507,454"
420 Stormwater Management Fund,,"5,256,873","7,511,148","7,511,148","8,511,148"
500 Cemetery Fund,,-,"100,000","100,000","100,000"
700 Public Utility Fund,,"37,184,443","45,025,728","45,025,728","43,697,036"
740 Waste Management Fund,,"11,771,163","12,586,792","12,586,792","12,284,800"
750 Portsmouth Parking Authority,,"1,539,839","1,686,516","1,686,516","1,486,026"
800 City Garage Fund,,"9,260,420","8,760,305","8,760,305","9,932,748"
,Total Funding,"78,944,263","90,581,806","90,581,806","91,519,212"
Fiscal Year 2014,9 - 3,,,Public Works/General Services,Public Works/General Services
* Reorganized existing staff to create a Special Projects Coordinator who works with inmate work crews to ehance areas,* Reorganized existing staff to create a Special Projects Coordinator who works with inmate work crews to ehance areas,* Reorganized existing staff to create a Special Projects Coordinator who works with inmate work crews to ehance areas,* Reorganized existing staff to create a Special Projects Coordinator who works with inmate work crews to ehance areas,* Reorganized existing staff to create a Special Projects Coordinator who works with inmate work crews to ehance areas,
typically prone to illegal dumping.,,,,,
Fiscal Year 2014,9 - 13,,,Public Works/General Services,Public Works/General Services
,City of Portsmouth,City of Portsmouth,,,
,Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,,,
,Public Works/General Services,Public Works/General Services,,,
,City Garage Fund,City Garage Fund,,,
Business Unit Mission Statement,,,,,
The Fleet Management Division is dedicated to providing efficient and quality services to our customers. We strive to provide,The Fleet Management Division is dedicated to providing efficient and quality services to our customers. We strive to provide,The Fleet Management Division is dedicated to providing efficient and quality services to our customers. We strive to provide,The Fleet Management Division is dedicated to providing efficient and quality services to our customers. We strive to provide,The Fleet Management Division is dedicated to providing efficient and quality services to our customers. We strive to provide,
the best vehicles and equipment for specific needs while seeking to protect the environment and minimize fuel cost.,the best vehicles and equipment for specific needs while seeking to protect the environment and minimize fuel cost.,the best vehicles and equipment for specific needs while seeking to protect the environment and minimize fuel cost.,the best vehicles and equipment for specific needs while seeking to protect the environment and minimize fuel cost.,,
Description of Services Provided,,,,,
The City Garage provides routine maintenance and repair to all vehicles within the City. The City Garage also manages the,The City Garage provides routine maintenance and repair to all vehicles within the City. The City Garage also manages the,The City Garage provides routine maintenance and repair to all vehicles within the City. The City Garage also manages the,The City Garage provides routine maintenance and repair to all vehicles within the City. The City Garage also manages the,The City Garage provides routine maintenance and repair to all vehicles within the City. The City Garage also manages the,
"operation of the City Impound and collects all fees associated with towing, storage and adminstration of the impound. The City","operation of the City Impound and collects all fees associated with towing, storage and adminstration of the impound. The City","operation of the City Impound and collects all fees associated with towing, storage and adminstration of the impound. The City","operation of the City Impound and collects all fees associated with towing, storage and adminstration of the impound. The City","operation of the City Impound and collects all fees associated with towing, storage and adminstration of the impound. The City",
Garage also provides maintenance and repair to vehicles belonging to the Hampton Roads Regional Jail and the Portsmouth,Garage also provides maintenance and repair to vehicles belonging to the Hampton Roads Regional Jail and the Portsmouth,Garage also provides maintenance and repair to vehicles belonging to the Hampton Roads Regional Jail and the Portsmouth,Garage also provides maintenance and repair to vehicles belonging to the Hampton Roads Regional Jail and the Portsmouth,Garage also provides maintenance and repair to vehicles belonging to the Hampton Roads Regional Jail and the Portsmouth,
Redevelopement and Housing Authority.,,,,,
,,FY 2012,FY 2013,FY 2013,FY 2014
,Expenditure Categories,Actual,Adopted,Amended,Adopted
Salaries,,"1,211,455","1,392,120","1,392,120","1,369,260"
Allowances,,"13,293","32,384","32,384","10,800"
Benefits,,"647,746","576,173","576,173","582,689"
Other Operating Expenses,,"5,172,227","4,424,523","4,380,181","4,514,496"
Debt Service,,"238,845","2,335,105","2,335,105","2,327,060"
Capital Outlay,,"1,976,854",-,"44,342","1,128,443"
,Net Budget,"9,260,420","8,760,305","8,760,305","9,932,748"
,Total Budget,"9,260,420","8,760,305","8,760,305","9,932,748"
,,FY 2012,FY 2013,FY 2013,FY 2014
,Funding Sources,Actual,Adopted,Amended,Adopted
800 City Garage Fund,,"9,260,420","8,760,305","8,760,305","9,932,748"
,Total Funding,"9,260,420","8,760,305","8,760,305","9,932,748"
Strategic Goals,,,,,
*,Continue the Vehicle Replacement Plan in order to minimize repair cost and increase reliability,Continue the Vehicle Replacement Plan in order to minimize repair cost and increase reliability,,,
*,Utilize technology to decrease parts inventory while increasing parts available to mechanics,Utilize technology to decrease parts inventory while increasing parts available to mechanics,,,
*,"Study alternative fuels and begin work on a long range plan to develop a ""Green Fleet""","Study alternative fuels and begin work on a long range plan to develop a ""Green Fleet""",,,
*,Come to an agreement with the School Board to provide maintenance and repair to both the yellow and white fleet.,Come to an agreement with the School Board to provide maintenance and repair to both the yellow and white fleet.,Come to an agreement with the School Board to provide maintenance and repair to both the yellow and white fleet.,,
*,Develop and implement a comprehensive training plan for employees,,,,
Outcomes and Accomplishments,,,,,
* Decreased parts inventory by 25%,,,,,
* Received Emergency Vehicle Technician certification for two employees who work on Fire and EMS equipment.,* Received Emergency Vehicle Technician certification for two employees who work on Fire and EMS equipment.,* Received Emergency Vehicle Technician certification for two employees who work on Fire and EMS equipment.,* Received Emergency Vehicle Technician certification for two employees who work on Fire and EMS equipment.,,
* Improved working conditions for employees by creating a lunch/break room in the shop.,* Improved working conditions for employees by creating a lunch/break room in the shop.,* Improved working conditions for employees by creating a lunch/break room in the shop.,,,
Major Budget Variances,,,,,
The FY-14 budget reflects an increase in parts due to aging equipment that was not replaced during FY-13.,The FY-14 budget reflects an increase in parts due to aging equipment that was not replaced during FY-13.,The FY-14 budget reflects an increase in parts due to aging equipment that was not replaced during FY-13.,The FY-14 budget reflects an increase in parts due to aging equipment that was not replaced during FY-13.,,
Fiscal Year 2014,9 - 14,,,Public Works/General Services,Public Works/General Services
,City of Portsmouth,,,,
Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,,,,
Public Works/General Services,Public Works/General Services,Public Works/General Services,,,
Cemetery Perpetual Care Fund,Cemetery Perpetual Care Fund,Cemetery Perpetual Care Fund,,,
Business Unit Mission Statement,,,,,
The Cemetery Perpetual Care Fund is a permanent fund for the care of City owned cemeteries. Funding is provided for,The Cemetery Perpetual Care Fund is a permanent fund for the care of City owned cemeteries. Funding is provided for,The Cemetery Perpetual Care Fund is a permanent fund for the care of City owned cemeteries. Funding is provided for,The Cemetery Perpetual Care Fund is a permanent fund for the care of City owned cemeteries. Funding is provided for,The Cemetery Perpetual Care Fund is a permanent fund for the care of City owned cemeteries. Funding is provided for,
cemetery capital improvements from interest earnings and from burial fees collected during the fiscal year.,cemetery capital improvements from interest earnings and from burial fees collected during the fiscal year.,cemetery capital improvements from interest earnings and from burial fees collected during the fiscal year.,cemetery capital improvements from interest earnings and from burial fees collected during the fiscal year.,,
Description of Services Provided,,,,,
The Cemetery Perpetual Care Fund is a permanent fund for the care of cemetery lots. It is used to account for cemetery lot,The Cemetery Perpetual Care Fund is a permanent fund for the care of cemetery lots. It is used to account for cemetery lot,The Cemetery Perpetual Care Fund is a permanent fund for the care of cemetery lots. It is used to account for cemetery lot,The Cemetery Perpetual Care Fund is a permanent fund for the care of cemetery lots. It is used to account for cemetery lot,The Cemetery Perpetual Care Fund is a permanent fund for the care of cemetery lots. It is used to account for cemetery lot,
"sales, perpetual care payments and cemetery improvements. Per the City Code, a $1 million reserve is required within the fund","sales, perpetual care payments and cemetery improvements. Per the City Code, a $1 million reserve is required within the fund","sales, perpetual care payments and cemetery improvements. Per the City Code, a $1 million reserve is required within the fund","sales, perpetual care payments and cemetery improvements. Per the City Code, a $1 million reserve is required within the fund","sales, perpetual care payments and cemetery improvements. Per the City Code, a $1 million reserve is required within the fund",
"to support long-term care. Available funds are used for services including, but not limited to, drainage, lighting, fencing, signage,","to support long-term care. Available funds are used for services including, but not limited to, drainage, lighting, fencing, signage,","to support long-term care. Available funds are used for services including, but not limited to, drainage, lighting, fencing, signage,","to support long-term care. Available funds are used for services including, but not limited to, drainage, lighting, fencing, signage,","to support long-term care. Available funds are used for services including, but not limited to, drainage, lighting, fencing, signage,",
"landscaping, roads and monument repair.",,,,,
,FY 2012,,FY 2013,FY 2013,FY 2014
Expenditure Categories,Actual,,Adopted,Amended,Adopted
Other Operating Expenses,,-,"100,000","100,000","100,000"
,Net Budget,-,"100,000","100,000","100,000"
,Total Budget,-,"100,000","100,000","100,000"
,FY 2012,,FY 2013,FY 2013,FY 2014
Funding Sources,Actual,,Adopted,Amended,Adopted
500 Cemetery Fund,,-,"100,000","100,000","100,000"
,Total Funding,-,"100,000","100,000","100,000"
Strategic Goals,,,,,
"Implementation of the Cemetery Perpetual Care Master Plan for City owned Cemeteries to include Cedar Grove, Oak Grove and","Implementation of the Cemetery Perpetual Care Master Plan for City owned Cemeteries to include Cedar Grove, Oak Grove and","Implementation of the Cemetery Perpetual Care Master Plan for City owned Cemeteries to include Cedar Grove, Oak Grove and","Implementation of the Cemetery Perpetual Care Master Plan for City owned Cemeteries to include Cedar Grove, Oak Grove and","Implementation of the Cemetery Perpetual Care Master Plan for City owned Cemeteries to include Cedar Grove, Oak Grove and",
Olive Branch.,,,,,
Outcomes and Accomplishments,,,,,
The perpetual care fund had no projects last year.,,,,,
Fiscal Year 2014,9 - 15,,,Public Works/General Services,Public Works/General Services
,City of Portsmouth,City of Portsmouth,,,
Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,,,
Public Works/General Services,Public Works/General Services,Public Works/General Services,,,
,Public Utilities Fund,Public Utilities Fund,,,
Business Unit Mission Statement,,,,,
The Department of Public Utilities functions as the responsible steward of Portsmouth’s water and wastewater assets. The,The Department of Public Utilities functions as the responsible steward of Portsmouth’s water and wastewater assets. The,The Department of Public Utilities functions as the responsible steward of Portsmouth’s water and wastewater assets. The,The Department of Public Utilities functions as the responsible steward of Portsmouth’s water and wastewater assets. The,The Department of Public Utilities functions as the responsible steward of Portsmouth’s water and wastewater assets. The,
"Department plans, manages and operates a customer focused, efficient, safe and reliable water supply and wastewater","Department plans, manages and operates a customer focused, efficient, safe and reliable water supply and wastewater","Department plans, manages and operates a customer focused, efficient, safe and reliable water supply and wastewater","Department plans, manages and operates a customer focused, efficient, safe and reliable water supply and wastewater","Department plans, manages and operates a customer focused, efficient, safe and reliable water supply and wastewater",
collection system.,,,,,
Description of Services Provided,,,,,
The Department of Public Utilities is responsible for treating drinking water and maintaining the lines that deliver this water to,The Department of Public Utilities is responsible for treating drinking water and maintaining the lines that deliver this water to,The Department of Public Utilities is responsible for treating drinking water and maintaining the lines that deliver this water to,The Department of Public Utilities is responsible for treating drinking water and maintaining the lines that deliver this water to,The Department of Public Utilities is responsible for treating drinking water and maintaining the lines that deliver this water to,
Portsmouth and certain areas of Suffolk and Chesapeake. Public Utilities also maintains the sanitary sewer lines and sewage,Portsmouth and certain areas of Suffolk and Chesapeake. Public Utilities also maintains the sanitary sewer lines and sewage,Portsmouth and certain areas of Suffolk and Chesapeake. Public Utilities also maintains the sanitary sewer lines and sewage,Portsmouth and certain areas of Suffolk and Chesapeake. Public Utilities also maintains the sanitary sewer lines and sewage,Portsmouth and certain areas of Suffolk and Chesapeake. Public Utilities also maintains the sanitary sewer lines and sewage,
pumping stations which carry wastewater away from Portsmouth homes and businesses.,pumping stations which carry wastewater away from Portsmouth homes and businesses.,pumping stations which carry wastewater away from Portsmouth homes and businesses.,,,
Programs/Services:,,,,,
* Water Treatment,,,,,
* Water Distribution,,,,,
* Wastewater Conveyance,,,,,
* Maintenance of Water/Wastewater System,,,,,
* Billings and Collections,,,,,
,,FY 2012,FY 2013,FY 2013,FY 2014
Expenditure Categories,,Actual,Adopted,Amended,Adopted
Salaries,,"4,133,042","4,838,651","4,718,651","5,007,104"
Allowances,,"133,491","166,018","166,018","158,465"
Benefits,,"2,505,358","2,125,977","2,125,977","2,280,140"
Other Operating Expenses,,"9,362,913","13,253,821","13,373,821","12,259,461"
Internal Service Charges,,"1,061,139","951,446","951,446","1,062,277"
Debt Service,,"2,902,160","10,746,815","10,746,815","10,886,273"
Capital Outlay,,"4,211,339","68,000","68,000","284,500"
Transfers,,"12,875,000","12,875,000","12,875,000","11,758,816"
,Net Budget,"37,184,443","45,025,728","45,025,728","43,697,036"
,Total Budget,"37,184,443","45,025,728","45,025,728","43,697,036"
,,FY 2012,FY 2013,FY 2013,FY 2014
Funding Sources,,Actual,Adopted,Amended,Adopted
700 Public Utility Fund,,"37,184,443","45,025,728","45,025,728","43,697,036"
,Total Funding,"37,184,443","45,025,728","45,025,728","43,697,036"
Strategic Goals,,,,,
* Maintain compliance with State and Federal Drinking Water Standards,* Maintain compliance with State and Federal Drinking Water Standards,,,,
* Maintain fiscally prudent water and wastewater charges to insure a self-sustaining operation and meet all financial obligations.,* Maintain fiscally prudent water and wastewater charges to insure a self-sustaining operation and meet all financial obligations.,* Maintain fiscally prudent water and wastewater charges to insure a self-sustaining operation and meet all financial obligations.,* Maintain fiscally prudent water and wastewater charges to insure a self-sustaining operation and meet all financial obligations.,* Maintain fiscally prudent water and wastewater charges to insure a self-sustaining operation and meet all financial obligations.,
* Maintain unaccounted for water below the American Water Works Association's acceptable range of 10-15% of finished water,* Maintain unaccounted for water below the American Water Works Association's acceptable range of 10-15% of finished water,* Maintain unaccounted for water below the American Water Works Association's acceptable range of 10-15% of finished water,* Maintain unaccounted for water below the American Water Works Association's acceptable range of 10-15% of finished water,* Maintain unaccounted for water below the American Water Works Association's acceptable range of 10-15% of finished water,
production.,,,,,
* Pursue replacement of all water system meters with advance metering technology to improve efficiency and lower operating,* Pursue replacement of all water system meters with advance metering technology to improve efficiency and lower operating,* Pursue replacement of all water system meters with advance metering technology to improve efficiency and lower operating,* Pursue replacement of all water system meters with advance metering technology to improve efficiency and lower operating,* Pursue replacement of all water system meters with advance metering technology to improve efficiency and lower operating,
expenses.,,,,,
* Comply effectively and timely with the terms and conditions of the EPA's Regional Sanitary Sewer Overflow Consent Order.,* Comply effectively and timely with the terms and conditions of the EPA's Regional Sanitary Sewer Overflow Consent Order.,* Comply effectively and timely with the terms and conditions of the EPA's Regional Sanitary Sewer Overflow Consent Order.,* Comply effectively and timely with the terms and conditions of the EPA's Regional Sanitary Sewer Overflow Consent Order.,* Comply effectively and timely with the terms and conditions of the EPA's Regional Sanitary Sewer Overflow Consent Order.,
"* Increase the pace of rehabilitating or replacing aging utility infrastructure in order to lower asset age, reduce maintenance and","* Increase the pace of rehabilitating or replacing aging utility infrastructure in order to lower asset age, reduce maintenance and","* Increase the pace of rehabilitating or replacing aging utility infrastructure in order to lower asset age, reduce maintenance and","* Increase the pace of rehabilitating or replacing aging utility infrastructure in order to lower asset age, reduce maintenance and","* Increase the pace of rehabilitating or replacing aging utility infrastructure in order to lower asset age, reduce maintenance and",
"repair expense, and improve customer services.",,,,,
* Render billings in an accurate and timely manner.,,,,,
Outcomes and Accomplishments,,,,,
*Department continues to meet the deadlines set forth in the Regional Consent Order to eliminate sanitary sewer overflows,*Department continues to meet the deadlines set forth in the Regional Consent Order to eliminate sanitary sewer overflows,*Department continues to meet the deadlines set forth in the Regional Consent Order to eliminate sanitary sewer overflows,*Department continues to meet the deadlines set forth in the Regional Consent Order to eliminate sanitary sewer overflows,*Department continues to meet the deadlines set forth in the Regional Consent Order to eliminate sanitary sewer overflows,
(SSO).,,,,,
*SSO Find and Fix Program - department identified and completed 40 projects in FY2012 identified as priorities found during the,*SSO Find and Fix Program - department identified and completed 40 projects in FY2012 identified as priorities found during the,*SSO Find and Fix Program - department identified and completed 40 projects in FY2012 identified as priorities found during the,*SSO Find and Fix Program - department identified and completed 40 projects in FY2012 identified as priorities found during the,*SSO Find and Fix Program - department identified and completed 40 projects in FY2012 identified as priorities found during the,
Sewer System Evaluation Study.,,,,,
"*A new $5.1 million raw water pump station at the Lake Kilby Water Treatment was placed in service on January 9, 2012.","*A new $5.1 million raw water pump station at the Lake Kilby Water Treatment was placed in service on January 9, 2012.","*A new $5.1 million raw water pump station at the Lake Kilby Water Treatment was placed in service on January 9, 2012.","*A new $5.1 million raw water pump station at the Lake Kilby Water Treatment was placed in service on January 9, 2012.","*A new $5.1 million raw water pump station at the Lake Kilby Water Treatment was placed in service on January 9, 2012.",
Fiscal Year 2014,9 - 16,,,Public Works/General Services,Public Works/General Services
,City of Portsmouth,City of Portsmouth,,,
Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,,,
Public Works/General Services,Public Works/General Services,Public Works/General Services,,,
Harbor Center Pavilion,Harbor Center Pavilion,Harbor Center Pavilion,,,
Business Unit Mission Statement,,,,,
To insure that the Harbor Center Pavilion is the destination of choice for all concert-goers in the region.,To insure that the Harbor Center Pavilion is the destination of choice for all concert-goers in the region.,To insure that the Harbor Center Pavilion is the destination of choice for all concert-goers in the region.,,,
Description of Services Provided,,,,,
"Provide maintenance and upkeep services to include lawn maintenance, after show cleanups, parking attendants and any other","Provide maintenance and upkeep services to include lawn maintenance, after show cleanups, parking attendants and any other","Provide maintenance and upkeep services to include lawn maintenance, after show cleanups, parking attendants and any other","Provide maintenance and upkeep services to include lawn maintenance, after show cleanups, parking attendants and any other","Provide maintenance and upkeep services to include lawn maintenance, after show cleanups, parking attendants and any other",
necessary services to ensure that the Harbon Center Pavilion remains a first class entertainmment venue.,necessary services to ensure that the Harbon Center Pavilion remains a first class entertainmment venue.,necessary services to ensure that the Harbon Center Pavilion remains a first class entertainmment venue.,,,
,,FY 2012,FY 2013,FY 2013,FY 2014
Expenditure Categories,,Actual,Adopted,Amended,Adopted
Salaries,,"68,787","63,467","63,467","65,673"
Benefits,,"19,554","22,463","22,463","17,787"
Other Operating Expenses,,"280,568","237,700","237,700","237,500"
Internal Service Charges,,"29,299","29,150","29,150","29,175"
,Net Budget,"398,208","352,780","352,780","350,135"
,Total Budget,"398,208","352,780","352,780","350,135"
,,FY 2012,FY 2013,FY 2013,FY 2014
Funding Sources,,Actual,Adopted,Amended,Adopted
100 General Fund,,"398,208","352,780","352,780","350,135"
,Total Funding,"398,208","352,780","352,780","350,135"
Strategic Goals,,,,,
* To improve the overall image of the facility and make the Harbor Center Pavilion a destination of choice for concert goers.,* To improve the overall image of the facility and make the Harbor Center Pavilion a destination of choice for concert goers.,* To improve the overall image of the facility and make the Harbor Center Pavilion a destination of choice for concert goers.,* To improve the overall image of the facility and make the Harbor Center Pavilion a destination of choice for concert goers.,* To improve the overall image of the facility and make the Harbor Center Pavilion a destination of choice for concert goers.,
* To develop a replacement reserve fund for capital inventory replacement,* To develop a replacement reserve fund for capital inventory replacement,,,,
* To improve the winterization process to minimize the effects of inclement weather on the facility.,* To improve the winterization process to minimize the effects of inclement weather on the facility.,* To improve the winterization process to minimize the effects of inclement weather on the facility.,,,
Outcomes and Accomplishments,,,,,
* Remodeled the kitchen and dining area,,,,,
* Upgraded the VIP area to include remodeling the VIP concession area.,* Upgraded the VIP area to include remodeling the VIP concession area.,,,,
Fiscal Year 2014,9 - 17,,,Public Works/General Services,Public Works/General Services
