Cmp,Fac Name,Seg From,Pm Los,Type Seg,Seg To,latitude,longitude
F1330260,SUFFOLK BYPASS,PITCHKETTLE RD,A-C,E,PRUDEN BLVD,36.7513078314812,-76.6101971820332
F1330260,SUFFOLK BYPASS,PITCHKETTLE RD,A-C,E,PRUDEN BLVD,36.7469057261801,-76.6118692138643
F1330240,SUFFOLK BYPASS,HOLLAND RD,A-C,E,PITCHKETTLE RD,36.7435303137836,-76.6138761392488
F1330240,SUFFOLK BYPASS,HOLLAND RD,A-C,E,PITCHKETTLE RD,36.7371788373729,-76.6198589848884
F1330240,SUFFOLK BYPASS,HOLLAND RD,A-C,E,PITCHKETTLE RD,36.7320016835181,-76.6250106930582
F1330240,SUFFOLK BYPASS,HOLLAND RD,A-C,E,PITCHKETTLE RD,36.729438088338,-76.6275502948975
F1330220,SOUTHWEST SUFFOLK BYPASS,HOLLAND RD,A-C,E,CAROLINA RD,36.7148608024939,-76.6146465441685
F1330260,SUFFOLK BYPASS,PITCHKETTLE RD,A-C,E,PRUDEN BLVD,36.7634778012897,-76.6055274145942
F1330330,SUFFOLK BYPASS,WILROY RD,A-C,E,ROUTES 13/58/460,36.7652454803243,-76.5420367165325
F1330330,SUFFOLK BYPASS,WILROY RD,A-C,E,ROUTES 13/58/460,36.7544947406356,-76.5194472138706
F1330330,SUFFOLK BYPASS,WILROY RD,A-C,E,ROUTES 13/58/460,36.7586860235102,-76.5272038825499
F1330310,SUFFOLK BYPASS,GODWIN BLVD,A-C,E,WILROY RD,36.7667786334099,-76.5540517764796
F1330310,SUFFOLK BYPASS,GODWIN BLVD,A-C,E,WILROY RD,36.767766708818,-76.5710299410835
F1330290,SUFFOLK BYPASS,PRUDEN BLVD,A-C,E,GODWIN BLVD,36.7696241086771,-76.597105177724
F1330290,SUFFOLK BYPASS,PRUDEN BLVD,A-C,E,GODWIN BLVD,36.7694163329721,-76.5869145644984
F1330270,SUFFOLK BYPASS,PITCHKETTLE RD,A-C,E,PRUDEN BLVD,36.7596224332757,-76.6105310598968
F1330270,SUFFOLK BYPASS,PITCHKETTLE RD,A-C,E,PRUDEN BLVD,36.7526651758773,-76.6129681076759
F1330270,SUFFOLK BYPASS,PITCHKETTLE RD,A-C,E,PRUDEN BLVD,36.7483895624069,-76.614556997719
F1330270,SUFFOLK BYPASS,PITCHKETTLE RD,A-C,E,PRUDEN BLVD,36.7661358538561,-76.6071307410002
F1330250,SUFFOLK BYPASS,HOLLAND RD,A-C,E,PITCHKETTLE RD,36.7451844286395,-76.6163930178954
F1330250,SUFFOLK BYPASS,HOLLAND RD,A-C,E,PITCHKETTLE RD,36.7388766137979,-76.622287972378
F1330250,SUFFOLK BYPASS,HOLLAND RD,A-C,E,PITCHKETTLE RD,36.733686497593,-76.627456009511
F1330250,SUFFOLK BYPASS,HOLLAND RD,A-C,E,PITCHKETTLE RD,36.7303418265675,-76.6306857415048
F1330230,SOUTHWEST SUFFOLK BYPASS,HOLLAND RD,A-C,E,CAROLINA RD,36.7131605615326,-76.6166975112897
F1330160,I-664/MMMBT,COLLEGE DR,D,E,NEWPORT NEWS CL,36.8930820656017,-76.4287633806799
F1330150,I-664,WESTERN FWY,A-C,E,COLLEGE DR,36.8837365532436,-76.4291049257712
F1330150,I-664,WESTERN FWY,A-C,E,COLLEGE DR,36.8791016343332,-76.4308697111359
F1330150,I-664,WESTERN FWY,A-C,E,COLLEGE DR,36.8724035552169,-76.4316081936836
F1330140,I-664,WESTERN FWY,A-C,E,COLLEGE DR,36.8720226200571,-76.4351328707369
F1330140,I-664,WESTERN FWY,A-C,E,COLLEGE DR,36.8696485966402,-76.4347704695735
F1240340,WESTERN FWY,SUFFOLK CL,A-C,E,TOWN POINT RD,36.8678857907379,-76.4186702352446
F1330400,WESTERN FWY,COLLEGE DR,A-C,E,PORTSMOUTH CL,36.8676514409171,-76.4207353215861
F1330380,WESTERN FWY,I-664,A-C,E,COLLEGE DR,36.8673761074233,-76.424222966906
F1330380,WESTERN FWY,I-664,A-C,E,COLLEGE DR,36.8674234954725,-76.428596261119
F1330130,I-664,BRIDGE RD,A-C,E,WESTERN FWY,36.867375847312,-76.4310755565005
F1330130,I-664,BRIDGE RD,A-C,E,WESTERN FWY,36.865996648009,-76.4308704016065
F1330120,I-664,BRIDGE RD,D,E,WESTERN FWY,36.8668046966888,-76.4342775404563
F1330130,I-664,BRIDGE RD,A-C,E,WESTERN FWY,36.8654462557591,-76.4307827314552
F1330120,I-664,BRIDGE RD,D,E,WESTERN FWY,36.8653806292961,-76.4340057863307
F1330110,I-664,CHESAPEAKE CL,A-C,E,BRIDGE RD,36.8640884677227,-76.4304753020084
F1330100,I-664,CHESAPEAKE CL,A-C,E,BRIDGE RD,36.8637674012379,-76.4337318932507
F1330110,I-664,CHESAPEAKE CL,A-C,E,BRIDGE RD,36.8574651035248,-76.4300498026794
F1330100,I-664,CHESAPEAKE CL,A-C,E,BRIDGE RD,36.8574453024188,-76.4331054120637
F1210240,I-664/MMMBT,SUFFOLK CL,D,E,TERMINAL AVE,36.9480464735409,-76.4107965253233
F1210250,I-664/MMMBT,SUFFOLK CL,E,E,TERMINAL AVE,36.9484167796779,-76.4078147775414
F1330160,I-664/MMMBT,COLLEGE DR,D,E,NEWPORT NEWS CL,36.9119792209839,-76.4190889786117
F1330170,I-664/MMMBT,COLLEGE DR,E,E,NEWPORT NEWS CL,36.91168107744,-76.4157293947374
F1330170,I-664/MMMBT,COLLEGE DR,E,E,NEWPORT NEWS CL,36.891190213419,-76.4261216487619
F1330140,I-664,WESTERN FWY,A-C,E,COLLEGE DR,36.8827275104065,-76.4326920408677
F1330140,I-664,WESTERN FWY,A-C,E,COLLEGE DR,36.8745608779625,-76.4351900991882
F1330410,WESTERN FWY,COLLEGE DR,A-C,E,PORTSMOUTH CL,36.8697307864431,-76.4198728819757
F1330390,WESTERN FWY,I-664,A-C,E,COLLEGE DR,36.869334976424,-76.4243591820314
F1330390,WESTERN FWY,I-664,A-C,E,COLLEGE DR,36.8693823599697,-76.4288175930112
F1330360,WESTERN FWY,BRIDGE RD,A-C,E,I-664,36.8653887498188,-76.4366191772476
F1330370,WESTERN FWY,BRIDGE RD,A-C,E,I-664,36.8662939731092,-76.4380004319869
F0990230,RTE 199,MOORETOWN RD,A-C,E,I-64,37.3510526178336,-76.7325962926841
F0990230,RTE 199,MOORETOWN RD,A-C,E,I-64,37.3466960546384,-76.7381677111897
F0990210,RTE 199,JCC LINE (WESTSIDE),A-C,E,MOORETOWN RD,37.3397881423205,-76.7456025150947
F0470180,RTE 199,YORK CL,A-C,E,RICHMOND RD (RTE 60),37.3378356034589,-76.7507856038306
F0470210,RTE 199,RICHMOND RD (RTE 60),A-C,E,LONGHILL RD (RTE 612),37.3230099952178,-76.7502389778457
F0470210,RTE 199,RICHMOND RD (RTE 60),A-C,E,LONGHILL RD (RTE 612),37.3091739558869,-76.7453444915701
F0470210,RTE 199,RICHMOND RD (RTE 60),A-C,E,LONGHILL RD (RTE 612),37.3034531735521,-76.7438125978135
F0470220,RTE 199,LONGHILL RD (RTE 612),A-C,E,MONTICELLO AVE (RTE 321),37.2871708644585,-76.7504424220002
F0470240,RTE 199,MONTICELLO AVE (RTE 321),A-C,E,JOHN TYLER HWY (RTE 5),37.2710708462174,-76.7512851962798
F0470250,RTE 199,MONTICELLO AVE (RTE 321),A-C,E,JOHN TYLER HWY (RTE 5),37.2705583584564,-76.7475486988042
F0470240,RTE 199,MONTICELLO AVE (RTE 321),A-C,E,JOHN TYLER HWY (RTE 5),37.2680615318899,-76.747563111137
F0470240,RTE 199,MONTICELLO AVE (RTE 321),A-C,E,JOHN TYLER HWY (RTE 5),37.2657016721344,-76.7446574447915
F0470240,RTE 199,MONTICELLO AVE (RTE 321),A-C,E,JOHN TYLER HWY (RTE 5),37.2622097011191,-76.7418302959903
F0990200,RTE 199,JCC LINE (WESTSIDE),A-C,E,MOORETOWN RD,37.3412968990311,-76.7473895231403
F0990220,RTE 199,MOORETOWN RD,A-C,E,I-64,37.3482424599527,-76.7399990152861
F0990220,RTE 199,MOORETOWN RD,A-C,E,I-64,37.3527244919571,-76.7344026108965
F0470190,RTE 199,YORK CL,A-C,E,RICHMOND RD (RTE 60),37.3363569010194,-76.7489853730961
F0470200,RTE 199,RICHMOND RD (RTE 60),A-C,E,LONGHILL RD (RTE 612),37.3236355210632,-76.7524450052401
F0470200,RTE 199,RICHMOND RD (RTE 60),A-C,E,LONGHILL RD (RTE 612),37.308993648282,-76.7475565597679
F0470200,RTE 199,RICHMOND RD (RTE 60),A-C,E,LONGHILL RD (RTE 612),37.3037131026665,-76.7460671544419
F0470230,RTE 199,LONGHILL RD (RTE 612),A-C,E,MONTICELLO AVE (RTE 321),37.2862858507686,-76.7482730165957
F0470220,RTE 199,LONGHILL RD (RTE 612),A-C,E,MONTICELLO AVE (RTE 321),37.2737289082298,-76.7534049470673
F0470250,RTE 199,MONTICELLO AVE (RTE 321),A-C,E,JOHN TYLER HWY (RTE 5),37.2723009030794,-76.7495334020632
F0470250,RTE 199,MONTICELLO AVE (RTE 321),A-C,E,JOHN TYLER HWY (RTE 5),37.2688646131888,-76.7452672656036
F0470250,RTE 199,MONTICELLO AVE (RTE 321),A-C,E,JOHN TYLER HWY (RTE 5),37.266576672106,-76.7425199640581
F0470250,RTE 199,MONTICELLO AVE (RTE 321),A-C,E,JOHN TYLER HWY (RTE 5),37.263064318069,-76.7399351318942
F0470110,I-64,NEW KENT CL,A-C,E,RTE 30,37.4250749344827,-76.8318813439791
F0470100,I-64,NEW KENT CL,A-C,E,RTE 30,37.4236576664694,-76.833195678919
F0470100,I-64,NEW KENT CL,A-C,E,RTE 30,37.4216790313326,-76.8292469842763
F0470110,I-64,NEW KENT CL,A-C,E,RTE 30,37.4227458019292,-76.8265428843893
F0470100,I-64,NEW KENT CL,A-C,E,RTE 30,37.4211117476139,-76.827381140436
F0470100,I-64,NEW KENT CL,A-C,E,RTE 30,37.4202641794242,-76.8244359090964
F0470130,I-64,RTE 30,A-C,E,CROAKER RD (RTE 607),37.4217618793664,-76.8228138100939
F0470120,I-64,RTE 30,A-C,E,CROAKER RD (RTE 607),37.4189968123581,-76.8198670605952
F0470120,I-64,RTE 30,A-C,E,CROAKER RD (RTE 607),37.4150572679017,-76.8082908690876
F0470130,I-64,RTE 30,A-C,E,CROAKER RD (RTE 607),37.4020527358461,-76.7836124359671
F0470120,I-64,RTE 30,A-C,E,CROAKER RD (RTE 607),37.3996152991628,-76.7831160984273
F0470130,I-64,RTE 30,A-C,E,CROAKER RD (RTE 607),37.3873320324965,-76.7636644496467
F0470120,I-64,RTE 30,A-C,E,CROAKER RD (RTE 607),37.3858807240535,-76.7647020883234
F0470150,I-64,CROAKER RD (RTE 607),A-C,E,YORK CL,37.3854117588383,-76.7615100145261
F0470140,I-64,CROAKER RD (RTE 607),A-C,E,YORK CL,37.3843136787326,-76.762987155495
F0470140,I-64,CROAKER RD (RTE 607),A-C,E,YORK CL,37.3838722815189,-76.7625429932372
F0470150,I-64,CROAKER RD (RTE 607),A-C,E,YORK CL,37.3835816746523,-76.7597173315018
F0470140,I-64,CROAKER RD (RTE 607),A-C,E,YORK CL,37.3825085707405,-76.7612595019336
F0470140,I-64,CROAKER RD (RTE 607),A-C,E,YORK CL,37.3726789401922,-76.7528645184382
F0470150,I-64,CROAKER RD (RTE 607),A-C,E,YORK CL,37.3739077846888,-76.7514470247862
F0990110,I-64,JAMES CITY CL,A-C,E,RTE 199/646,37.3607555694543,-76.738931025881
F0990100,I-64,JAMES CITY CL,A-C,E,RTE 199/646,37.3594644868406,-76.7404230763174
F0990110,I-64,JAMES CITY CL,A-C,E,RTE 199/646,37.3546679598749,-76.7319883919498
F0990110,I-64,JAMES CITY CL,A-C,E,RTE 199/646,37.353248542599,-76.7303488490547
F0990100,I-64,JAMES CITY CL,A-C,E,RTE 199/646,37.3540045029552,-76.7343000315747
F0990130,I-64,RTE 199/646,A-C,E,RTE 143,37.3524090472271,-76.7293694823136
F0990120,I-64,RTE 199/646,A-C,E,RTE 143,37.3507141101387,-76.7307446419121
F0990130,I-64,RTE 199/646,A-C,E,RTE 143,37.3507864741568,-76.7275717642799
F0990130,I-64,RTE 199/646,A-C,E,RTE 143,37.3396447984359,-76.7149552366396
F0990120,I-64,RTE 199/646,A-C,E,RTE 143,37.339437414252,-76.7180305920805
F0990120,I-64,RTE 199/646,A-C,E,RTE 143,37.317046295312,-76.6960459498742
F0990130,I-64,RTE 199/646,A-C,E,RTE 143,37.3058122855646,-76.6832754102207
F0990120,I-64,RTE 199/646,A-C,E,RTE 143,37.3041327268079,-76.6851842998925
F0990150,I-64,RTE 143,A-C,E,RTE 199 (EAST OF WILLIAMSBURG),37.3047850837145,-76.6824997041671
F0990150,I-64,RTE 143,A-C,E,RTE 199 (EAST OF WILLIAMSBURG),37.3045114898076,-76.6822875407817
F0990150,I-64,RTE 143,A-C,E,RTE 199 (EAST OF WILLIAMSBURG),37.3036069243887,-76.6816192895534
F0990140,I-64,RTE 143,A-C,E,RTE 199 (EAST OF WILLIAMSBURG),37.3018172740783,-76.683481872116
F0990140,I-64,RTE 143,A-C,E,RTE 199 (EAST OF WILLIAMSBURG),37.3004298160855,-76.6824572027047
F0990140,I-64,RTE 143,A-C,E,RTE 199 (EAST OF WILLIAMSBURG),37.3001899709214,-76.6822797858327
F0990140,I-64,RTE 143,A-C,E,RTE 199 (EAST OF WILLIAMSBURG),37.296085017755,-76.6792339520443
F0990140,I-64,RTE 143,A-C,E,RTE 199 (EAST OF WILLIAMSBURG),37.2885908451048,-76.6736497492843
F0990150,I-64,RTE 143,A-C,E,RTE 199 (EAST OF WILLIAMSBURG),37.2825055086159,-76.6653566572132
F0990140,I-64,RTE 143,A-C,E,RTE 199 (EAST OF WILLIAMSBURG),37.2818616748164,-76.6680086302441
F0990150,I-64,RTE 143,A-C,E,RTE 199 (EAST OF WILLIAMSBURG),37.2787641338549,-76.6617259330549
F0990150,I-64,RTE 143,A-C,E,RTE 199 (EAST OF WILLIAMSBURG),37.2699961986654,-76.6542491382667
F0990140,I-64,RTE 143,A-C,E,RTE 199 (EAST OF WILLIAMSBURG),37.2698209800052,-76.6574253153128
F0990150,I-64,RTE 143,A-C,E,RTE 199 (EAST OF WILLIAMSBURG),37.2612651545275,-76.6469657776695
F0990140,I-64,RTE 143,A-C,E,RTE 199 (EAST OF WILLIAMSBURG),37.2605659560179,-76.6495448253019
F0990150,I-64,RTE 143,A-C,E,RTE 199 (EAST OF WILLIAMSBURG),37.2594237880234,-76.6455053909991
F0990140,I-64,RTE 143,A-C,E,RTE 199 (EAST OF WILLIAMSBURG),37.2582745674818,-76.6479922330829
F0990170,I-64,RTE 199 (EAST OF WILLIAMSBURG),D,E,GROVE CONNECTOR,37.257601031252,-76.6440366368753
F0990160,I-64,RTE 199 (EAST OF WILLIAMSBURG),D,E,GROVE CONNECTOR,37.2562561512472,-76.646642841124
F0990170,I-64,RTE 199 (EAST OF WILLIAMSBURG),D,E,GROVE CONNECTOR,37.257095980564,-76.6436517632747
F0990170,I-64,RTE 199 (EAST OF WILLIAMSBURG),D,E,GROVE CONNECTOR,37.2555726118575,-76.6425389219821
F0990160,I-64,RTE 199 (EAST OF WILLIAMSBURG),D,E,GROVE CONNECTOR,37.2546389568506,-76.6454692897626
F0990170,I-64,RTE 199 (EAST OF WILLIAMSBURG),D,E,GROVE CONNECTOR,37.2539294895662,-76.6413475818603
F0470160,I-64,YORK CL,D,E,NEWPORT NEWS CL,37.2237341170329,-76.6081959088768
F0470170,I-64,YORK CL,D,E,NEWPORT NEWS CL,37.2241374652234,-76.6044272519996
F1210130,I-64,RTE 143 (NORTH),D,E,YORKTOWN RD,37.2089224613316,-76.580060414193
F1210120,I-64,RTE 143 (NORTH),D,E,YORKTOWN RD,37.2085081255296,-76.5834649932269
F1210140,I-64,YORKTOWN RD,E,E,FORT EUSTIS BLVD,37.2032701530597,-76.5752799087575
F1210150,I-64,YORKTOWN RD,D,E,FORT EUSTIS BLVD,37.2041434921296,-76.5732293006305
F1210150,I-64,YORKTOWN RD,D,E,FORT EUSTIS BLVD,37.1944919320552,-76.5649574151408
F1210140,I-64,YORKTOWN RD,E,E,FORT EUSTIS BLVD,37.1938092910964,-76.5672057726527
F1210150,I-64,YORKTOWN RD,D,E,FORT EUSTIS BLVD,37.1851595540056,-76.5573455160851
F1210140,I-64,YORKTOWN RD,E,E,FORT EUSTIS BLVD,37.1844548377885,-76.5594824696705
F1210140,I-64,YORKTOWN RD,E,E,FORT EUSTIS BLVD,37.1808949949911,-76.5572372231174
F1210150,I-64,YORKTOWN RD,D,E,FORT EUSTIS BLVD,37.1812361368262,-76.5548599851107
F1210150,I-64,YORKTOWN RD,D,E,FORT EUSTIS BLVD,37.177668999762,-76.5527838629367
F1210150,I-64,YORKTOWN RD,D,E,FORT EUSTIS BLVD,37.1767711027371,-76.5524363166842
F1210140,I-64,YORKTOWN RD,E,E,FORT EUSTIS BLVD,37.1767440640358,-76.5549371666689
F1210150,I-64,YORKTOWN RD,D,E,FORT EUSTIS BLVD,37.176193382713,-76.552210697295
F1210150,I-64,YORKTOWN RD,D,E,FORT EUSTIS BLVD,37.1759841153659,-76.5521309770472
F1210150,I-64,YORKTOWN RD,D,E,FORT EUSTIS BLVD,37.1754065265236,-76.5519105389883
F1210140,I-64,YORKTOWN RD,E,E,FORT EUSTIS BLVD,37.1749727740695,-76.5542527207641
F0470110,I-64,NEW KENT CL,A-C,E,RTE 30,37.4366658666004,-76.8476371008479
F0470100,I-64,NEW KENT CL,A-C,E,RTE 30,37.4353024215731,-76.8493835865763
F0470130,I-64,RTE 30,A-C,E,CROAKER RD (RTE 607),37.4182718923339,-76.8112771769024
F0990130,I-64,RTE 199/646,A-C,E,RTE 143,37.3180937744122,-76.6936930490619
F0990150,I-64,RTE 143,A-C,E,RTE 199 (EAST OF WILLIAMSBURG),37.2982503558816,-76.6776570524357
F0990150,I-64,RTE 143,A-C,E,RTE 199 (EAST OF WILLIAMSBURG),37.2929713613304,-76.6737837912196
F0990150,I-64,RTE 143,A-C,E,RTE 199 (EAST OF WILLIAMSBURG),37.2890231682228,-76.670886381021
F0990170,I-64,RTE 199 (EAST OF WILLIAMSBURG),D,E,GROVE CONNECTOR,37.2515732682018,-76.6396523734084
F0990160,I-64,RTE 199 (EAST OF WILLIAMSBURG),D,E,GROVE CONNECTOR,37.2497116104439,-76.6418448168645
F0990180,I-64,GROVE CONNECTOR,D,E,JAMES CITY CL,37.2438955771414,-76.6375439174131
F0990190,I-64,GROVE CONNECTOR,D,E,JAMES CITY CL,37.2413684996495,-76.6297883633355
F0990170,I-64,RTE 199 (EAST OF WILLIAMSBURG),D,E,GROVE CONNECTOR,37.2483227036653,-76.6372760140146
F0990180,I-64,GROVE CONNECTOR,D,E,JAMES CITY CL,37.2379374786907,-76.6306341350235
F1210170,I-64,FORT EUSTIS BLVD,E,E,JEFFERSON AVE,37.1743307430251,-76.5514949960213
F1210160,I-64,FORT EUSTIS BLVD,E,E,JEFFERSON AVE,37.1738179459947,-76.5537594093792
F1210170,I-64,FORT EUSTIS BLVD,E,E,JEFFERSON AVE,37.1732247209452,-76.551031464601
F1210170,I-64,FORT EUSTIS BLVD,E,E,JEFFERSON AVE,37.172656557834,-76.5507744090673
F1210170,I-64,FORT EUSTIS BLVD,E,E,JEFFERSON AVE,37.172553663957,-76.550721535087
F1210160,I-64,FORT EUSTIS BLVD,E,E,JEFFERSON AVE,37.1725386877241,-76.5531453237527
F1210170,I-64,FORT EUSTIS BLVD,E,E,JEFFERSON AVE,37.1673061805375,-76.5467578853336
F1210160,I-64,FORT EUSTIS BLVD,E,E,JEFFERSON AVE,37.1667028685161,-76.5489526037177
F1210170,I-64,FORT EUSTIS BLVD,E,E,JEFFERSON AVE,37.1613384069587,-76.5422222897926
F1210160,I-64,FORT EUSTIS BLVD,E,E,JEFFERSON AVE,37.1608207055762,-76.5444523035117
F1210170,I-64,FORT EUSTIS BLVD,E,E,JEFFERSON AVE,37.1483567739981,-76.5332526458055
F1210160,I-64,FORT EUSTIS BLVD,E,E,JEFFERSON AVE,37.1473704693777,-76.5354641119059
F1210170,I-64,FORT EUSTIS BLVD,E,E,JEFFERSON AVE,37.1305486970608,-76.5204550505034
F1210160,I-64,FORT EUSTIS BLVD,E,E,JEFFERSON AVE,37.1288979376348,-76.5225576275109
F1210170,I-64,FORT EUSTIS BLVD,E,E,JEFFERSON AVE,37.1214189870432,-76.5099093392407
F1210160,I-64,FORT EUSTIS BLVD,E,E,JEFFERSON AVE,37.1195872442223,-76.5122450320838
F1210160,I-64,FORT EUSTIS BLVD,E,E,JEFFERSON AVE,37.1156841345499,-76.5039820458443
F1210190,I-64,JEFFERSON AVE,D,E,OYSTER POINT RD,37.1151174917775,-76.4919854195266
F1210180,I-64,JEFFERSON AVE,A-C,E,OYSTER POINT RD,37.1125926297244,-76.4909138983525
F1210190,I-64,JEFFERSON AVE,D,E,OYSTER POINT RD,37.1110578323628,-76.4776983250699
F1210180,I-64,JEFFERSON AVE,A-C,E,OYSTER POINT RD,37.1088780120903,-76.4786996610921
F1210200,I-64,OYSTER POINT RD,D,E,J C MORRIS BLVD,37.1073208902056,-76.4765181575295
F1210200,I-64,OYSTER POINT RD,D,E,J C MORRIS BLVD,37.1060620577636,-76.47509773061
F1210210,I-64,OYSTER POINT RD,E,E,J C MORRIS BLVD,37.1003962474486,-76.4670862990361
F1210200,I-64,OYSTER POINT RD,D,E,J C MORRIS BLVD,37.0981962384565,-76.4686246319337
F1210200,I-64,OYSTER POINT RD,D,E,J C MORRIS BLVD,37.0911826771345,-76.4631549269874
F1210200,I-64,OYSTER POINT RD,D,E,J C MORRIS BLVD,37.0910459280819,-76.4630335160369
F1210200,I-64,OYSTER POINT RD,D,E,J C MORRIS BLVD,37.0900868646407,-76.4620854598576
F1210200,I-64,OYSTER POINT RD,D,E,J C MORRIS BLVD,37.0887372740055,-76.4607537806145
F1210200,I-64,OYSTER POINT RD,D,E,J C MORRIS BLVD,37.0876157153518,-76.4596431835112
F1210220,I-64,J C MORRIS BLVD,D,E,HAMPTON CL,37.0861190868731,-76.4581537912621
F1210230,I-64,J C MORRIS BLVD,F,E,HAMPTON CL,37.0877307691237,-76.4555928121913
F1210220,I-64,J C MORRIS BLVD,D,E,HAMPTON CL,37.0843865649903,-76.4563798326207
F1210230,I-64,J C MORRIS BLVD,F,E,HAMPTON CL,37.0823469325995,-76.4501664895955
F1210220,I-64,J C MORRIS BLVD,D,E,HAMPTON CL,37.0810812947173,-76.4527909288753
F1140110,I-64,NEWPORT NEWS CL,F,E,HRC PARKWAY,37.073492903321,-76.4370796947958
F1140100,I-64,NEWPORT NEWS CL,D,E,HRC PARKWAY,37.0718556662314,-76.4391988597727
F1140110,I-64,NEWPORT NEWS CL,F,E,HRC PARKWAY,37.0631164935842,-76.4207078696802
F1140100,I-64,NEWPORT NEWS CL,D,E,HRC PARKWAY,37.0626583612357,-76.4246832912283
F1140100,I-64,NEWPORT NEWS CL,D,E,HRC PARKWAY,37.0597322847469,-76.4202947393528
F1140120,I-64,HRC PARKWAY,A-C,E,MAGRUDER BLVD,37.0501723003777,-76.4071576188851
F1140140,I-64,MAGRUDER BLVD,A-C,E,MERCURY BLVD,37.0463828357448,-76.40285574145
F1140150,I-64,MAGRUDER BLVD,D,E,MERCURY BLVD,37.0427868137345,-76.3952937355324
F1140140,I-64,MAGRUDER BLVD,A-C,E,MERCURY BLVD,37.0421751632643,-76.3982331590255
F1140160,I-64,MERCURY BLVD,A-C,E,I-664,37.0397236435429,-76.3955529636715
F1140160,I-64,MERCURY BLVD,A-C,E,I-664,37.0387763765882,-76.3945387649296
F1140210,I-64,ARMISTEAD AVE,A-C,E,RIP RAP RD,37.0358285812274,-76.3549093053554
F1140170,I-64,MERCURY BLVD,A-C,E,I-664,37.0384774872796,-76.3904148236225
F1140250,I-64,RIP RAP RD,A-C,E,KING ST,37.0354771491268,-76.3497095847945
F1140160,I-64,MERCURY BLVD,A-C,E,I-664,37.036482813143,-76.3913938553276
F1140210,I-64,ARMISTEAD AVE,A-C,E,RIP RAP RD,37.0350358680573,-76.3599748768604
F1140240,I-64,RIP RAP RD,A-C,E,KING ST,37.0337265805617,-76.349822829986
F1140200,I-64,ARMISTEAD AVE,A-C,E,RIP RAP RD,37.033368342434,-76.3578257188564
F1140190,I-64,I-664,A-C,E,ARMISTEAD AVE,37.0336072841873,-76.365180598259
F1140250,I-64,KING ST,A-C,E,SETTLERS LANDING RD,37.0341151187466,-76.3426307404347
F1140240,I-64,KING ST,A-C,E,SETTLERS LANDING RD,37.0323833708214,-76.3428422593645
F1140240,I-64,KING ST,A-C,E,SETTLERS LANDING RD,37.0312004150166,-76.3386432955721
F1140160,I-64,MERCURY BLVD,A-C,E,I-664,37.0330298636764,-76.3837932890836
F1140180,I-64,I-664,A-C,E,ARMISTEAD AVE,37.0320075135661,-76.365126543338
F1140190,I-64,I-664,A-C,E,ARMISTEAD AVE,37.0327630999539,-76.3724148386357
F1140180,I-64,I-664,A-C,E,ARMISTEAD AVE,37.0311320796795,-76.3718751450158
F1140250,I-64,KING ST,A-C,E,SETTLERS LANDING RD,37.0316050557313,-76.3359052280438
F1140240,I-64,KING ST,A-C,E,SETTLERS LANDING RD,37.030237054307,-76.3369584315348
F1140250,I-64,KING ST,A-C,E,SETTLERS LANDING RD,37.0280520082551,-76.3315829169381
F1140240,I-64,KING ST,A-C,E,SETTLERS LANDING RD,37.026704589226,-76.3332601742211
F1140340,I-664,POWER PLANT PKWY,A-C,E,I-64,37.0283327176552,-76.3798317789551
F1140350,I-664,POWER PLANT PKWY,A-C,E,I-64,37.0278675253512,-76.377475025145
F1140250,I-64,KING ST,A-C,E,SETTLERS LANDING RD,37.0247223548429,-76.3289799532437
F1140260,I-64,SETTLERS LANDING RD,A-C,E,MALLORY ST,37.0225383947597,-76.3301304250697
F1140270,I-64,SETTLERS LANDING RD,A-C,E,MALLORY ST,37.021875572133,-76.3273808641856
F1140270,I-64,SETTLERS LANDING RD,A-C,E,MALLORY ST,37.0183663700611,-76.3262362760716
F1140340,I-664,POWER PLANT PKWY,A-C,E,I-64,37.0221685715604,-76.3827343326367
F1140350,I-664,POWER PLANT PKWY,A-C,E,I-64,37.0197573516972,-76.3824507540477
F1140260,I-64,SETTLERS LANDING RD,A-C,E,MALLORY ST,37.0177310987077,-76.328672248705
F1140340,I-664,POWER PLANT PKWY,A-C,E,I-64,37.0180238438989,-76.3856637595009
F1140320,I-664,ABERDEEN RD,A-C,E,POWER PLANT PKWY,37.0167092107638,-76.3872157909098
F1140320,I-664,ABERDEEN RD,A-C,E,POWER PLANT PKWY,37.0155316489241,-76.3892319796879
F1140330,I-664,ABERDEEN RD,A-C,E,POWER PLANT PKWY,37.0140229773189,-76.38771194898
F1140330,I-664,ABERDEEN RD,A-C,E,POWER PLANT PKWY,37.0094200835821,-76.3944834327978
F1140320,I-664,ABERDEEN RD,A-C,E,POWER PLANT PKWY,37.0097790466014,-76.3971880743097
F1140330,I-664,ABERDEEN RD,A-C,E,POWER PLANT PKWY,37.0040430949018,-76.4013528832562
F1140300,I-664,NEWPORT NEWS CL,A-C,E,ABERDEEN RD,37.0027212785977,-76.4063405337974
F1140310,I-664,NEWPORT NEWS CL,A-C,E,ABERDEEN RD,37.0006089300902,-76.4054977617263
F1210300,I-664,CHESTNUT AVE,A-C,E,HAMPTON CL,36.9996170689231,-76.4113717445231
F1210310,I-664,CHESTNUT AVE,A-C,E,HAMPTON CL,36.9977895199667,-76.4101301504401
F1210280,I-664,23RD ST,A-C,E,CHESTNUT AVE,36.9980136300673,-76.4152602262661
