NOTE 2:,Reserve established to be used for the purchase of identified properties in the County for recreational purposes OR preservation of green space.,Reserve established to be used for the purchase of identified properties in the County for recreational purposes OR preservation of green space.,Reserve established to be used for the purchase of identified properties in the County for recreational purposes OR preservation of green space.,Reserve established to be used for the purchase of identified properties in the County for recreational purposes OR preservation of green space.,Reserve established to be used for the purchase of identified properties in the County for recreational purposes OR preservation of green space.,Reserve established to be used for the purchase of identified properties in the County for recreational purposes OR preservation of green space.,Reserve established to be used for the purchase of identified properties in the County for recreational purposes OR preservation of green space.,Reserve established to be used for the purchase of identified properties in the County for recreational purposes OR preservation of green space.,Reserve established to be used for the purchase of identified properties in the County for recreational purposes OR preservation of green space.,Reserve established to be used for the purchase of identified properties in the County for recreational purposes OR preservation of green space.,Reserve established to be used for the purchase of identified properties in the County for recreational purposes OR preservation of green space.,Reserve established to be used for the purchase of identified properties in the County for recreational purposes OR preservation of green space.,Reserve established to be used for the purchase of identified properties in the County for recreational purposes OR preservation of green space.,Reserve established to be used for the purchase of identified properties in the County for recreational purposes OR preservation of green space.,Reserve established to be used for the purchase of identified properties in the County for recreational purposes OR preservation of green space.,,,,,,,,,,,,,,,,,
,"This also may include property close to waterways for public access or beautification, trails, greenways, etc.","This also may include property close to waterways for public access or beautification, trails, greenways, etc.","This also may include property close to waterways for public access or beautification, trails, greenways, etc.","This also may include property close to waterways for public access or beautification, trails, greenways, etc.","This also may include property close to waterways for public access or beautification, trails, greenways, etc.","This also may include property close to waterways for public access or beautification, trails, greenways, etc.","This also may include property close to waterways for public access or beautification, trails, greenways, etc.","This also may include property close to waterways for public access or beautification, trails, greenways, etc.","This also may include property close to waterways for public access or beautification, trails, greenways, etc.","This also may include property close to waterways for public access or beautification, trails, greenways, etc.","This also may include property close to waterways for public access or beautification, trails, greenways, etc.",This is strictly a reserve and,This is strictly a reserve and,This is strictly a reserve and,,,,,,,,,,,,,,,,,,
,any purchases of property would have to be approved and appropriated from this reserve by the Board of Supervisors.,any purchases of property would have to be approved and appropriated from this reserve by the Board of Supervisors.,any purchases of property would have to be approved and appropriated from this reserve by the Board of Supervisors.,any purchases of property would have to be approved and appropriated from this reserve by the Board of Supervisors.,any purchases of property would have to be approved and appropriated from this reserve by the Board of Supervisors.,any purchases of property would have to be approved and appropriated from this reserve by the Board of Supervisors.,any purchases of property would have to be approved and appropriated from this reserve by the Board of Supervisors.,any purchases of property would have to be approved and appropriated from this reserve by the Board of Supervisors.,any purchases of property would have to be approved and appropriated from this reserve by the Board of Supervisors.,any purchases of property would have to be approved and appropriated from this reserve by the Board of Supervisors.,any purchases of property would have to be approved and appropriated from this reserve by the Board of Supervisors.,any purchases of property would have to be approved and appropriated from this reserve by the Board of Supervisors.,,,,,,,,,,,,,,,,,,,,
NOTE 3:,Orginial budget in FY07.,"The amounts in FY08 & FY10 are not additions, just carry-forwards from FY07.","The amounts in FY08 & FY10 are not additions, just carry-forwards from FY07.","The amounts in FY08 & FY10 are not additions, just carry-forwards from FY07.","The amounts in FY08 & FY10 are not additions, just carry-forwards from FY07.","The amounts in FY08 & FY10 are not additions, just carry-forwards from FY07.","The amounts in FY08 & FY10 are not additions, just carry-forwards from FY07.","The amounts in FY08 & FY10 are not additions, just carry-forwards from FY07.","The amounts in FY08 & FY10 are not additions, just carry-forwards from FY07.","The amounts in FY08 & FY10 are not additions, just carry-forwards from FY07.","The amounts in FY08 & FY10 are not additions, just carry-forwards from FY07.",,,,,,,,,,,,,,,,,,,,,
NOTE 4:,Phase 3&4 were consolidated under Phase 2 construction,Phase 3&4 were consolidated under Phase 2 construction,Phase 3&4 were consolidated under Phase 2 construction,Phase 3&4 were consolidated under Phase 2 construction,Phase 3&4 were consolidated under Phase 2 construction,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTE 5:,Funds in FY08-09 are for Recreational Trail connecting Fairgrounds to Town of Windsor.,Funds in FY08-09 are for Recreational Trail connecting Fairgrounds to Town of Windsor.,Funds in FY08-09 are for Recreational Trail connecting Fairgrounds to Town of Windsor.,Funds in FY08-09 are for Recreational Trail connecting Fairgrounds to Town of Windsor.,Funds in FY08-09 are for Recreational Trail connecting Fairgrounds to Town of Windsor.,Funds in FY08-09 are for Recreational Trail connecting Fairgrounds to Town of Windsor.,Funds in FY08-09 are for Recreational Trail connecting Fairgrounds to Town of Windsor.,Funds in FY08-09 are for Recreational Trail connecting Fairgrounds to Town of Windsor.,Funds in FY08-09 are for Recreational Trail connecting Fairgrounds to Town of Windsor.,,,,,,,,,,,,,,,,,,,,,,,
NOTE 6:,Battery Park Sidepath per Bike & Ped Master Plan.,Battery Park Sidepath per Bike & Ped Master Plan.,Battery Park Sidepath per Bike & Ped Master Plan.,Battery Park Sidepath per Bike & Ped Master Plan.,Battery Park Sidepath per Bike & Ped Master Plan.,Funding source will be grants and donations which require a 20% match that could be shared with the towns.,Funding source will be grants and donations which require a 20% match that could be shared with the towns.,Funding source will be grants and donations which require a 20% match that could be shared with the towns.,Funding source will be grants and donations which require a 20% match that could be shared with the towns.,Funding source will be grants and donations which require a 20% match that could be shared with the towns.,Funding source will be grants and donations which require a 20% match that could be shared with the towns.,Funding source will be grants and donations which require a 20% match that could be shared with the towns.,Funding source will be grants and donations which require a 20% match that could be shared with the towns.,Funding source will be grants and donations which require a 20% match that could be shared with the towns.,Funding source will be grants and donations which require a 20% match that could be shared with the towns.,Funding source will be grants and donations which require a 20% match that could be shared with the towns.,,,,,,,,,,,,,,,,
NOTE 7:,Projects were funded in FY07 budget.,Projects were funded in FY07 budget.,Projects were funded in FY07 budget.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/23/2007,9:58 AM,,,,,,,,,,,,,,BOS Adopted FY08,BOS Adopted FY08,,,,,,,,,,,,,,,
,,,,,,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,,,,,,,,,,,,,,,,,,,,
,,,,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,,,,,,,,,,,,,,,,,,,
,,,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,,,,,,,,,,,,,,,,,
,,,,,,,Department / Agency Detail,Department / Agency Detail,Department / Agency Detail,Department / Agency Detail,Department / Agency Detail,Department / Agency Detail,,,,,,,,,,,,,,,,,,,,
,,,,,,Capital,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,,,,,,Year 6 through 10 Horizon,Year 6 through 10 Horizon,Year 6 through 10 Horizon,Year 6 through 10 Horizon,,,,,,10 Year
,,,,CIP,,Budget,,,,,,,,,,,,CIP TOTAL,,,,,,,,,,,Horizon TOTAL,Horizon TOTAL,,CIP
,Department / Agency,,,2006-07,,2006-07,,2007-08,,2008-09,,2009-10,,2010-11,,2011-12,,FY 08-12',,2012-13',,2013-14',,2014-15',,2015-16',,2016-17',,FY 13-17',,TOTAL
E,Public Schools,,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-
,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Carrollton Elementary:,Carrollton Elementary:,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
4,Replace Media Ctr. Carpet,Replace Media Ctr. Carpet,,,,,,-,,,,,,,,,,-,,,,,,,,,,,,-,,-
4,Replace Classroom Carpet,Replace Classroom Carpet,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
2,Repave Parking Areas,Repave Parking Areas,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Replace Roof,,,,,,,,,,,,,,,-,,-,,,,,,"519,700",,,,,,"519,700",,"519,700"
,Carrsville Elementary:,Carrsville Elementary:,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
4,Replace Gymnasium Restrooms,Replace Gymnasium Restrooms,,,,,,-,,,,,,,,,,-,,,,,,,,,,,,-,,-
2,Replace Windows - Cafeteria Wing,Replace Windows - Cafeteria Wing,Replace Windows - Cafeteria Wing,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
2,Repave Prkng Areas/Install Cover Walkways,Repave Prkng Areas/Install Cover Walkways,Repave Prkng Areas/Install Cover Walkways,,,,,-,,,,,,,,,,-,,,,,,,,,,,,-,,-
,New Gymnasium,,,,,,,,,,,,,,,,,-,,,,,,"15,000",,"318,080",,"1,490,470",,"1,823,550",,"1,823,550"
2,Upgrade electric/enlarge kitchen,Upgrade electric/enlarge kitchen,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Hardy Elementary:,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Roof Replacement,,,"623,129",,-,,"793,500",,,,,,,,,,"793,500",,,,,,,,,,,,-,,"793,500"
,Replace Windows,,,,,,,,,,,,,,,,,-,,"924,742",,,,,,,,,,"924,742",,"924,742"
4,"Replace Carpet, Tile",,,,,,,-,,,,,,,,,,-,,,,,,,,,,,,-,,-
2,Re-Pave & Stipe Parking,Re-Pave & Stipe Parking,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
2,Relocate Bus Loop & Parking,Relocate Bus Loop & Parking,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
2,Improve Site Drainage/Septic,Improve Site Drainage/Septic,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Smithfield High School:,Smithfield High School:,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Roof Replacement,,,,,,,"1,648,092",,"243,908",,,,,,,,"1,892,000",,,,,,,,,,,,-,,"1,892,000"
3,Campus Renovation/Consolidation,Campus Renovation/Consolidation,Campus Renovation/Consolidation,,,,,,,,,,,,,,,-,,"436,867",,"4,476,221",,"9,171,904",,"1,083,891",,,,"15,168,883",,"15,168,883"
2,HVAC Improv,,,"125,000",,"125,000",,,,,,,,,,,,-,,,,,,,,,,,,-,,-
2,Renovate Science Labs,Renovate Science Labs,,"100,000",,"100,000",,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Smithfield Middle School:,Smithfield Middle School:,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
3,Land Acq. For new facility,Land Acq. For new facility,,,,,,,,,,,,,,"1,125,000",,"1,125,000",,,,,,,,,,,,-,,"1,125,000"
3,Replace School Facility,Replace School Facility,,,,,,,,,,,,,,"953,175",,"953,175",,"4,324,384",,"28,794,669",,"3,857,992",,,,,,"36,977,045",,"37,930,220"
,Westside Elementary:,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
2,Improve Traffic & Parking Patterns,Improve Traffic & Parking Patterns,Improve Traffic & Parking Patterns,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Replace Windows,,,,,,,,,,,,,,,,,-,,,,,,,,,,"1,017,412",,"1,017,412",,"1,017,412"
,Windsor Elementary:,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
2,Repave Prkng Areas/Install Cover Walkways,Repave Prkng Areas/Install Cover Walkways,Repave Prkng Areas/Install Cover Walkways,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Windsor High School:,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
2,HVAC Improv,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
2,Replace Football lights,Replace Football lights,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
2,Repave Parking Areas,Repave Parking Areas,,,,,,,,,,,,"325,395",,,,"325,395",,,,,,,,,,,,-,,"325,395"
2,Repair/Replace Storm Drains,Repair/Replace Storm Drains,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Windsor Middle School:,Windsor Middle School:,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
3,Replace School Facility,Replace School Facility,,,,,,,,,,,,,,"853,135",,"853,135",,"2,307,454",,"15,110,931",,"2,195,542",,,,,,"19,613,927",,"20,467,062"
2,HVAC Improv,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
2,Replace Window System,Replace Window System,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
2,Repair/Resurface Parking Lots,Repair/Resurface Parking Lots,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Districtwide Initiatives:,Districtwide Initiatives:,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
4,Chiller Replacement-5 Locations,Chiller Replacement-5 Locations,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
1,Bus Replacement,,,"475,000",,"475,000",,,,,,,,,,,,-,,,,,,,,,,,,-,,-
2,Enlarge Bus Garage,,,,,,,,,,,-,,,,,,-,,,,,,,,,,,,-,,-
2,Replace Telephone System,Replace Telephone System,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
2,School Board Admin. Bldg. - Design,School Board Admin. Bldg. - Design,School Board Admin. Bldg. - Design,,,,,,,,,,,,,,,-,,,,,,,,,,"500,000",,"500,000",,"500,000"
3,New Elem. School - Land,New Elem. School - Land,,,,,,,,,,,,,,,,-,,,,,,,,,,"1,125,000",,"1,125,000",,"1,125,000"
2,Technology Initiative,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
2,Update Fire & Security Systems,Update Fire & Security Systems,,,,,,,,,,,,,,,,-,,,,,,,,,,,,-,,-
,,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-
,,TOTAL:,$,"1,323,129",$,"700,000",$,"2,441,592",$,"243,908",$,-,$,"325,395",$,"2,931,310",$,"5,942,205",$,"7,993,447",$,"48,381,821",$,"15,760,138",$,"1,401,971",$,"4,132,882",$,"77,670,259",$,"83,612,464"
Revenue Sources:,Revenue Sources:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Operating Revenues,,$,-,$,-,,,$,"243,908",$,-,$,"325,395",$,-,$,"569,303",$,-,$,-,$,"534,700",$,-,$,"1,017,412",$,"1,552,112",$,"2,121,415"
,Fund Balance/Reserves,,,"1,323,129",,"700,000",,"2,441,592",,-,,,,-,,-,,"2,441,592",,-,,,,-,,-,,-,,-,,"2,441,592"
,Bonded / Note Indebtedness,Bonded / Note Indebtedness,,-,,,,,,-,,-,,-,,"2,931,310",,"2,931,310",,"7,993,447",,"48,381,821",,"15,225,438",,"1,401,971",,"3,115,470",,"76,118,147",,"79,049,457"
,Grants / Donations / Other,Grants / Donations / Other,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-
,,TOTAL:,$,"1,323,129",$,"700,000",$,"2,441,592",$,"243,908",$,-,$,"325,395",$,"2,931,310",$,"5,942,205",$,"7,993,447",$,"48,381,821",$,"15,760,138",$,"1,401,971",$,"4,132,882",$,"77,670,259",$,"83,612,464"
1,School Bus replacement directed to School Operating,School Bus replacement directed to School Operating,School Bus replacement directed to School Operating,School Bus replacement directed to School Operating,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,CIP Subcommittee considers these expenditures as operating/maintenance and therefore are directed to the School Operating Budget.,CIP Subcommittee considers these expenditures as operating/maintenance and therefore are directed to the School Operating Budget.,CIP Subcommittee considers these expenditures as operating/maintenance and therefore are directed to the School Operating Budget.,CIP Subcommittee considers these expenditures as operating/maintenance and therefore are directed to the School Operating Budget.,CIP Subcommittee considers these expenditures as operating/maintenance and therefore are directed to the School Operating Budget.,CIP Subcommittee considers these expenditures as operating/maintenance and therefore are directed to the School Operating Budget.,CIP Subcommittee considers these expenditures as operating/maintenance and therefore are directed to the School Operating Budget.,CIP Subcommittee considers these expenditures as operating/maintenance and therefore are directed to the School Operating Budget.,CIP Subcommittee considers these expenditures as operating/maintenance and therefore are directed to the School Operating Budget.,CIP Subcommittee considers these expenditures as operating/maintenance and therefore are directed to the School Operating Budget.,CIP Subcommittee considers these expenditures as operating/maintenance and therefore are directed to the School Operating Budget.,CIP Subcommittee considers these expenditures as operating/maintenance and therefore are directed to the School Operating Budget.,CIP Subcommittee considers these expenditures as operating/maintenance and therefore are directed to the School Operating Budget.,,,,,,,,,,,,,,,,,,,
3,"Renovation or addition of schools will be determined at a later date, pending Demography Study.","Renovation or addition of schools will be determined at a later date, pending Demography Study.","Renovation or addition of schools will be determined at a later date, pending Demography Study.","Renovation or addition of schools will be determined at a later date, pending Demography Study.","Renovation or addition of schools will be determined at a later date, pending Demography Study.","Renovation or addition of schools will be determined at a later date, pending Demography Study.","Renovation or addition of schools will be determined at a later date, pending Demography Study.","Renovation or addition of schools will be determined at a later date, pending Demography Study.","Renovation or addition of schools will be determined at a later date, pending Demography Study.","Renovation or addition of schools will be determined at a later date, pending Demography Study.",,,,,,,,,,,,,,,,,,,,,,
4,"Board of Supervisors redirected FY07 capital funds in January 2007 as an additional appropriation for the noted projects, as requested by the Schools.","Board of Supervisors redirected FY07 capital funds in January 2007 as an additional appropriation for the noted projects, as requested by the Schools.","Board of Supervisors redirected FY07 capital funds in January 2007 as an additional appropriation for the noted projects, as requested by the Schools.","Board of Supervisors redirected FY07 capital funds in January 2007 as an additional appropriation for the noted projects, as requested by the Schools.","Board of Supervisors redirected FY07 capital funds in January 2007 as an additional appropriation for the noted projects, as requested by the Schools.","Board of Supervisors redirected FY07 capital funds in January 2007 as an additional appropriation for the noted projects, as requested by the Schools.","Board of Supervisors redirected FY07 capital funds in January 2007 as an additional appropriation for the noted projects, as requested by the Schools.","Board of Supervisors redirected FY07 capital funds in January 2007 as an additional appropriation for the noted projects, as requested by the Schools.","Board of Supervisors redirected FY07 capital funds in January 2007 as an additional appropriation for the noted projects, as requested by the Schools.","Board of Supervisors redirected FY07 capital funds in January 2007 as an additional appropriation for the noted projects, as requested by the Schools.","Board of Supervisors redirected FY07 capital funds in January 2007 as an additional appropriation for the noted projects, as requested by the Schools.","Board of Supervisors redirected FY07 capital funds in January 2007 as an additional appropriation for the noted projects, as requested by the Schools.","Board of Supervisors redirected FY07 capital funds in January 2007 as an additional appropriation for the noted projects, as requested by the Schools.","Board of Supervisors redirected FY07 capital funds in January 2007 as an additional appropriation for the noted projects, as requested by the Schools.","Board of Supervisors redirected FY07 capital funds in January 2007 as an additional appropriation for the noted projects, as requested by the Schools.",,,,,,,,,,,,,,,,,
,4/23/2007,9:58 AM,,,,,,,,,,,,,,BOS Adopted FY08,BOS Adopted FY08,BOS Adopted FY08,,,,,,,,,,,,,,
,,,,,,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,,,,,,,,,,,,,,,,,,,,
,,,,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,FY 2008-12' CAPITAL IMPROVEMENTS PLAN,,,,,,,,,,,,,,,,,,
,,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,AS ADOPTED BY THE BOARD OF SUPERVISORS - AMENDED,,,,,,,,,,,,,,,,
,,,,,,,Department / Agency Detail,Department / Agency Detail,Department / Agency Detail,Department / Agency Detail,Department / Agency Detail,,,,,,,,,,,,,,,,,,,,,
,,,,,,Capital,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,-----------------------------------------Capital Improvement Plan------------------------------------------,,,,,,Year 6 through 10 Horizon,Year 6 through 10 Horizon,Year 6 through 10 Horizon,Year 6 through 10 Horizon,,,,,10 Year
,,,,CIP,,Budget,,,,,,,,,,,,CIP TOTAL,,,,,,,,,,,Horizon TOTAL,Horizon TOTAL,,CIP
,Department / Agency,,,2006-07,,2006-07,,2007-08,,2008-09,,2009-10,,2010-11,,2011-12,,FY 08-12',2012-13',2012-13',2013-14',2013-14',,2014-15',,2015-16',2016-17',2016-17',,FY 13-17',,TOTAL
F,Public Utilities,,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-,$,-
3,Fluoride Compliance,,,"100,000",,"100,000",,-,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Carrisbrooke Water Syst.-upgrade,Carrisbrooke Water Syst.-upgrade,,"15,000",,"15,000",,"50,000",,"250,000",,,,,,,,"300,000",,,,,,,,,,,,-,,"300,000"
1,Windsor Blvd Water Ext.,Windsor Blvd Water Ext.,,,,,,"315,000",,,,,,,,,,"315,000",,,,,,,,,,,,-,,"315,000"
,"Future Water Source-Plan/Eng/Const 3,690,230","Future Water Source-Plan/Eng/Const 3,690,230","Future Water Source-Plan/Eng/Const 3,690,230","Future Water Source-Plan/Eng/Const 3,690,230",,"3,690,230",,"2,000,000",,,,,,,,,,"2,000,000",,,,,,-,,,,,,-,,"2,000,000"
2,Regional Consent Order (SSO),Regional Consent Order (SSO),,"100,000",,"100,000",,"100,000",,"100,000",,"100,000",,"100,000",,"100,000",,"500,000",,,,,,,,,,,,-,,"500,000"
4,Camptown/Carrsville Improvements,Camptown/Carrsville Improvements,Camptown/Carrsville Improvements,"500,000",,"500,000",,"2,500,000",,,,,,,,,,"2,500,000",,,,,,-,,,,,,-,,"2,500,000"
5,Water & Sewer Rate Study,Water & Sewer Rate Study,,,,,,-,,,,,,,,,,-,,,,,,,,,,,,-,,-
,Sewer Station Vac Truck,Sewer Station Vac Truck,,,,,,,,,,"250,000",,,,,,"250,000",,,,,,,,,,,,-,,"250,000"
,Rt 58 Water/Sewer Extension,Rt 58 Water/Sewer Extension,,,,,,"250,000",,"3,000,000",,,,,,,,"3,250,000",,,,,,,,,,,,,,"3,250,000"
,Backhoe-Replacement,,,"80,000",,"80,000",,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-
,,TOTAL:,$,"4,485,230",$,"4,485,230",$,"5,215,000",$,"3,350,000",$,"350,000",$,"100,000",$,"100,000",$,"9,115,000",$,-,$,-,$,-,$,-,$,-,$,-,$,"9,115,000"
Revenue Sources:,Revenue Sources:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Operating Revenues,,$,"795,000",$,"795,000",$,"465,000",$,"350,000",$,"350,000",$,"100,000",$,"100,000",$,"1,365,000",$,-,$,-,$,-,$,-,$,-,$,-,$,"1,365,000"
,Fund Balance/Reserves,,,-,,-,,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-
,Bonded / Note Indebtedness,Bonded / Note Indebtedness,,"3,690,230",,"3,690,230",,"4,750,000",,"3,000,000",,,,,,,,"7,750,000",,-,,-,,-,,-,,-,,-,,"7,750,000"
,Grants / Donations / Other,Grants / Donations / Other,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-
,,TOTAL:,$,"4,485,230",$,"4,485,230",$,"5,215,000",$,"3,350,000",$,"350,000",$,"100,000",$,"100,000",$,"9,115,000",$,-,$,-,$,-,$,-,$,-,$,-,$,"9,115,000"
NOTE 1:,Project included to support economic development opportunities.,Project included to support economic development opportunities.,Project included to support economic development opportunities.,Project included to support economic development opportunities.,Project included to support economic development opportunities.,Project included to support economic development opportunities.,Project included to support economic development opportunities.,,,,,,,,,,,,,,,,,,,,,,,,,
NOTE 2:,"Funds will be used to research, develop, and construct a strategy for long term water sources.","Funds will be used to research, develop, and construct a strategy for long term water sources.","Funds will be used to research, develop, and construct a strategy for long term water sources.","Funds will be used to research, develop, and construct a strategy for long term water sources.","Funds will be used to research, develop, and construct a strategy for long term water sources.","Funds will be used to research, develop, and construct a strategy for long term water sources.","Funds will be used to research, develop, and construct a strategy for long term water sources.","Funds will be used to research, develop, and construct a strategy for long term water sources.","Funds will be used to research, develop, and construct a strategy for long term water sources.","Funds will be used to research, develop, and construct a strategy for long term water sources.",,,,,,,,,,,,,,,,,,,,,,
